,0
Name,SIX FLAGS ENTERTAINMENT CORPORATION
Currency,USD
Sector,Consumer Cyclical
Industry,Leisure
Country,US
IPO,"May 30, 1996"
Insider Percentage,1.27%
Institution Percentage,90.83%
