,0
Name,"NICOLET BANKSHARES, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Apr 26, 2013"
Insider Percentage,8.98%
Institution Percentage,39.13%
