,0
Name,"OVERSEAS SHIPHOLDING GROUP, INC."
Currency,USD
Sector,Energy
Industry,Oil & Gas Midstream
Country,US
IPO,"Aug 8, 2014"
Insider Percentage,27.65%
Institution Percentage,48.73%
