,0
Name,EAST STONE ACQUISITION CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,CN
IPO,"Feb 14, 2020"
Insider Percentage,57.21%
Institution Percentage,12.06%
