,0
Name,CANADIAN NATIONAL RAILWAY COMPANY
Currency,USD
Sector,Industrials
Industry,Railroads
Country,CA
IPO,"Nov 17, 1995"
Insider Percentage,0.34%
Institution Percentage,78.05%
