,0
Name,MUDRICK CAPITAL ACQUISITION CORPORATION II
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Feb 8, 2018"
Insider Percentage,- -
Institution Percentage,0.74%
