,0
Name,GLADSTONE COMMERCIAL CORPORATION
Currency,USD
Sector,Real Estate
Industry,REIT—Diversified
Country,US
IPO,"Aug 13, 2003"
Insider Percentage,1.51%
Institution Percentage,50.55%
