,0
Name,B. RILEY PRINCIPAL 150 MERGER CORP.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Feb 19, 2021"
Insider Percentage,- -
Institution Percentage,6.90%
