,0
Name,NORTH AMERICAN CONSTRUCTION GROUP LTD.
Currency,USD
Sector,Energy
Industry,Oil & Gas Equipment & Services
Country,CA
IPO,"Nov 22, 2006"
Insider Percentage,8.11%
Institution Percentage,66.50%
