,0
Name,"FOMENTO ECONÓMICO MEXICANO, S.A.B. DE C.V."
Currency,USD
Sector,Consumer Defensive
Industry,Beverages—Brewers
Country,MX
IPO,"Aug 31, 2001"
Insider Percentage,0.00%
Institution Percentage,34.96%
