,0
Name,"LIFELOC TECHNOLOGIES, INC."
Currency,USD
Sector,Technology
Industry,Scientific & Technical Instruments
Country,US
IPO,"Mar 22, 2012"
Insider Percentage,89.53%
Institution Percentage,- -
