,0
Name,HERSHA HOSPITALITY TRUST
Currency,USD
Sector,Real Estate
Industry,REIT—Hotel & Motel
Country,US
IPO,"May 27, 1998"
Insider Percentage,15.86%
Institution Percentage,62.05%
