,0
Name,EDGEWELL PERSONAL CARE COMPANY
Currency,USD
Sector,Consumer Defensive
Industry,Household & Personal Products
Country,US
IPO,"Mar 27, 2000"
Insider Percentage,0.84%
Institution Percentage,92.85%
