,0
Name,"CPI AEROSTRUCTURES, INC."
Currency,USD
Sector,Industrials
Industry,Aerospace & Defense
Country,US
IPO,"Sep 17, 1992"
Insider Percentage,9.08%
Institution Percentage,38.05%
