,0
Name,QILIAN INTERNATIONAL HOLDING GROUP LIMITED
Currency,USD
Sector,Healthcare
Industry,Drug Manufacturers—Specialty & Generic
Country,CN
IPO,"Jan 12, 2021"
Insider Percentage,77.45%
Institution Percentage,0.21%
