,0
Name,GLOBAL ACQUISITIONS CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Mar 9, 2005"
Insider Percentage,60.81%
Institution Percentage,- -
