,0
Name,HILTON WORLDWIDE HOLDINGS INC.
Currency,USD
Sector,Consumer Cyclical
Industry,Lodging
Country,US
IPO,"Dec 12, 2013"
Insider Percentage,1.72%
Institution Percentage,100.13%
