,0
Name,INTEGRA LIFESCIENCES HOLDINGS CORPORATION
Currency,USD
Sector,Healthcare
Industry,Medical Devices
Country,US
IPO,"Aug 16, 1995"
Insider Percentage,13.40%
Institution Percentage,95.47%
