,0
Name,PLURISTEM THERAPEUTICS INC.
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,IL
IPO,"Dec 10, 2007"
Insider Percentage,13.88%
Institution Percentage,15.51%
