,0
Name,VERTIV HOLDINGS CO
Currency,USD
Sector,Industrials
Industry,Electrical Equipment & Parts
Country,US
IPO,"Jun 8, 2018"
Insider Percentage,3.22%
Institution Percentage,90.39%
