,0
Name,BAKER HUGHES COMPANY
Currency,USD
Sector,Energy
Industry,Oil & Gas Equipment & Services
Country,US
IPO,"Apr 6, 1987"
Insider Percentage,6.14%
Institution Percentage,88.92%
