,0
Name,AVISTA PUBLIC ACQUISITION CORP. II
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Aug 10, 2021"
Insider Percentage,- -
Institution Percentage,22.69%
