,0
Name,"CARRIAGE SERVICES, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Personal Services
Country,US
IPO,"Aug 9, 1996"
Insider Percentage,10.75%
Institution Percentage,80.71%
