,0
Name,"EQUUS TOTAL RETURN, INC."
Currency,USD
Sector,Financial Services
Industry,Asset Management
Country,US
IPO,"Sep 11, 1992"
Insider Percentage,68.63%
Institution Percentage,0.58%
