,0
Name,"ALEXANDRIA REAL ESTATE EQUITIES, INC."
Currency,USD
Sector,Real Estate
Industry,REIT—Office
Country,US
IPO,"May 28, 1997"
Insider Percentage,0.88%
Institution Percentage,93.51%
