,0
Name,ONESPAWORLD HOLDINGS LIMITED
Currency,USD
Sector,Consumer Cyclical
Industry,Leisure
Country,BS
IPO,"Nov 17, 2017"
Insider Percentage,28.10%
Institution Percentage,98.53%
