,0
Name,ATLANTIC AVENUE ACQUISITION CORP
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Oct 15, 2020"
Insider Percentage,26.35%
Institution Percentage,95.11%
