,0
Name,OCEANTECH ACQUISITIONS I CORP.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Jul 19, 2021"
Insider Percentage,24.75%
Institution Percentage,79.94%
