,0
Name,"APPLIED UV, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,"Furnishings, Fixtures & Appliances"
Country,US
IPO,"Aug 31, 2020"
Insider Percentage,50.69%
Institution Percentage,2.47%
