,0
Name,GILDAN ACTIVEWEAR INC.
Currency,USD
Sector,Consumer Cyclical
Industry,Apparel Manufacturing
Country,CA
IPO,"Jun 19, 1998"
Insider Percentage,2.01%
Institution Percentage,86.91%
