,0
Name,NOVA VISION ACQUISITION CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,SG
IPO,"Sep 30, 2021"
Insider Percentage,23.21%
Institution Percentage,65.21%
