,0
Name,MATTHEWS INTERNATIONAL CORPORATION
Currency,USD
Sector,Industrials
Industry,Conglomerates
Country,US
IPO,"Jul 20, 1994"
Insider Percentage,8.42%
Institution Percentage,78.44%
