,0
Name,GRAN TIERRA ENERGY INC.
Currency,USD
Sector,Energy
Industry,Oil & Gas E&P
Country,CA
IPO,"Jul 6, 2005"
Insider Percentage,2.30%
Institution Percentage,22.83%
