,0
Name,GREEN VISOR FINANCIAL TECHNOLOGY ACQUISITION CORP. I
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Dec 30, 2021"
Insider Percentage,- -
Institution Percentage,21.38%
