,0
Name,"SHOE CARNIVAL, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Apparel Retail
Country,US
IPO,"Mar 16, 1993"
Insider Percentage,38.24%
Institution Percentage,66.42%
