,0
Name,"OIL STATES INTERNATIONAL, INC."
Currency,USD
Sector,Energy
Industry,Oil & Gas Equipment & Services
Country,US
IPO,"Feb 9, 2001"
Insider Percentage,2.67%
Institution Percentage,89.23%
