,0
Name,"UTZ BRANDS, INC."
Currency,USD
Sector,Consumer Defensive
Industry,Packaged Foods
Country,US
IPO,"Mar 2, 2020"
Insider Percentage,21.25%
Institution Percentage,79.51%
