,0
Name,MERCURY GENERAL CORPORATION
Currency,USD
Sector,Financial Services
Industry,Insurance—Property & Casualty
Country,US
IPO,"Nov 21, 1985"
Insider Percentage,52.01%
Institution Percentage,41.39%
