,0
Name,GOL LINHAS AÉREAS INTELIGENTES S.A.
Currency,USD
Sector,Industrials
Industry,Airlines
Country,BR
IPO,"Jun 24, 2004"
Insider Percentage,- -
Institution Percentage,12.47%
