,0
Name,"FLUX POWER HOLDINGS, INC."
Currency,USD
Sector,Industrials
Industry,Electrical Equipment & Parts
Country,US
IPO,"Dec 7, 1999"
Insider Percentage,28.71%
Institution Percentage,34.53%
