,0
Name,"VIRIOS THERAPEUTICS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Dec 17, 2020"
Insider Percentage,11.00%
Institution Percentage,10.99%
