,0
Name,"F-STAR THERAPEUTICS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,GB
IPO,"May 6, 2016"
Insider Percentage,5.03%
Institution Percentage,55.12%
