,0
Name,"MYMD PHARMACEUTICALS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Jul 24, 2008"
Insider Percentage,10.80%
Institution Percentage,15.09%
