,0
Name,"SIXTH STREET SPECIALTY LENDING, INC."
Currency,USD
Sector,Financial Services
Industry,Asset Management
Country,US
IPO,"Mar 21, 2014"
Insider Percentage,0.41%
Institution Percentage,48.24%
