,0
Name,"VROOM, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Auto & Truck Dealerships
Country,US
IPO,"Jun 9, 2020"
Insider Percentage,8.33%
Institution Percentage,92.82%
