,0
Name,PHIBRO ANIMAL HEALTH CORPORATION
Currency,USD
Sector,Healthcare
Industry,Drug Manufacturers—Specialty & Generic
Country,US
IPO,"Apr 11, 2014"
Insider Percentage,0.54%
Institution Percentage,102.37%
