,0
Name,"BRILLIANT EARTH GROUP, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Luxury Goods
Country,US
IPO,"Sep 23, 2021"
Insider Percentage,7.25%
Institution Percentage,75.97%
