,0
Name,ABERCROMBIE & FITCH CO.
Currency,USD
Sector,Consumer Cyclical
Industry,Apparel Retail
Country,US
IPO,"Sep 26, 1996"
Insider Percentage,2.60%
Institution Percentage,118.89%
