,0
Name,"IMEDIA BRANDS, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Internet Retail
Country,US
IPO,"Jun 28, 1991"
Insider Percentage,15.38%
Institution Percentage,34.02%
