,0
Name,TORRID HOLDINGS INC.
Currency,USD
Sector,Consumer Cyclical
Industry,Apparel Retail
Country,US
IPO,"Jul 1, 2021"
Insider Percentage,13.61%
Institution Percentage,90.89%
