,0
Name,ATMOS ENERGY CORPORATION
Currency,USD
Sector,Utilities
Industry,Utilities—Regulated Gas
Country,US
IPO,"Oct 3, 1988"
Insider Percentage,0.82%
Institution Percentage,88.30%
