,0
Name,CARPENTER TECHNOLOGY CORPORATION
Currency,USD
Sector,Industrials
Industry,Metal Fabrication
Country,US
IPO,"May 22, 1981"
Insider Percentage,1.98%
Institution Percentage,92.59%
