,0
Name,ZOOMINFO TECHNOLOGIES INC.
Currency,USD
Sector,Technology
Industry,Software—Application
Country,US
IPO,"Jun 4, 2020"
Insider Percentage,11.70%
Institution Percentage,85.08%
