,0
Name,EMBOTELLADORA ANDINA S.A.
Currency,USD
Sector,Consumer Defensive
Industry,Beverages—Non-Alcoholic
Country,CL
IPO,"Apr 7, 1997"
Insider Percentage,- -
Institution Percentage,3.05%
