,0
Name,BLUE STAR FOODS CORP.
Currency,USD
Sector,Consumer Defensive
Industry,Packaged Foods
Country,US
IPO,"Apr 28, 2020"
Insider Percentage,61.90%
Institution Percentage,0.69%
