,0
Name,"XPRESSPA GROUP, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Personal Services
Country,US
IPO,"Jun 18, 2010"
Insider Percentage,0.78%
Institution Percentage,17.45%
