,0
Name,TRANSPORTADORA DE GAS DEL SUR S.A.
Currency,USD
Sector,Energy
Industry,Oil & Gas Integrated
Country,AR
IPO,"Feb 11, 2013"
Insider Percentage,- -
Institution Percentage,6.26%
