,0
Name,COCA-COLA EUROPACIFIC PARTNERS PLC
Currency,USD
Sector,Consumer Defensive
Industry,Beverages—Non-Alcoholic
Country,GB
IPO,"Nov 24, 1986"
Insider Percentage,55.82%
Institution Percentage,31.97%
