,0
Name,ULTRAPAR PARTICIPAÇÕES S.A.
Currency,USD
Sector,Energy
Industry,Oil & Gas Refining & Marketing
Country,BR
IPO,"Feb 11, 2013"
Insider Percentage,- -
Institution Percentage,2.02%
