,0
Name,"HOLLY ENERGY PARTNERS, L.P."
Currency,USD
Sector,Energy
Industry,Oil & Gas Midstream
Country,US
IPO,"Jul 8, 2004"
Insider Percentage,63.94%
Institution Percentage,25.46%
