,0
Name,"CHINA AUTOMOTIVE SYSTEMS, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Auto Parts
Country,CN
IPO,"Aug 24, 2004"
Insider Percentage,63.80%
Institution Percentage,3.40%
