,0
Name,FIRST COMMONWEALTH FINANCIAL CORPORATION
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Jun 10, 1992"
Insider Percentage,1.54%
Institution Percentage,70.97%
