,0
Name,"SANDRIDGE ENERGY, INC."
Currency,USD
Sector,Energy
Industry,Oil & Gas E&P
Country,US
IPO,"Nov 8, 2007"
Insider Percentage,2.24%
Institution Percentage,61.41%
