,0
Name,LUNA INNOVATIONS INCORPORATED
Currency,USD
Sector,Technology
Industry,Scientific & Technical Instruments
Country,US
IPO,"Jun 6, 2006"
Insider Percentage,4.34%
Institution Percentage,55.45%
